season,round,driver,quali_lap_count,quali_best_lap,quali_median_lap,quali_top3_average,quali_lap_std,quali_best_sector_1,quali_best_sector_2,quali_best_sector_3,quali_best_lap_gap,quali_median_lap_gap,quali_top3_average_gap,quali_best_sector_1_gap,quali_best_sector_2_gap,quali_best_sector_3_gap
2023,5,ALB,5,87.795,88.234,88.00666666666666,1.31698834467128,29.414,33.399,24.982,0.9810000000000088,0.9974999999999881,0.9110000000000014,0.4720000000000013,0.46399999999999864,0.2270000000000003
2023,5,ALO,6,87.097,87.83850000000001,87.26566666666666,0.6461211702665902,29.14,33.125,24.756,0.28300000000000125,0.6020000000000039,0.1700000000000017,0.1980000000000004,0.18999999999999773,0.0010000000000012221
2023,5,BOT,5,87.564,88.058,87.82866666666666,0.9831982506086961,29.166,33.32,24.954,0.75,0.8215000000000003,0.7330000000000041,0.2240000000000002,0.384999999999998,0.19900000000000162
2023,5,DEV,6,88.325,89.0995,88.52166666666666,0.9155838392341069,29.453,33.683,25.113,1.51100000000001,1.8629999999999995,1.426000000000002,0.5109999999999992,0.7479999999999976,0.35800000000000054
2023,5,GAS,6,87.612,87.93700000000001,87.73700000000001,0.48363154019012217,29.325,33.226,24.982,0.7980000000000018,0.7005000000000052,0.6413333333333497,0.3829999999999991,0.2909999999999968,0.2270000000000003
2023,5,HAM,5,87.846,88.34,88.05366666666667,1.0948030416472165,29.37,33.357,24.979,1.0320000000000107,1.1034999999999968,0.9580000000000126,0.4280000000000008,0.42199999999999704,0.2240000000000002
2023,5,HUL,5,87.903,87.957,87.935,0.9941051252257002,29.477,33.348,24.894,1.0890000000000128,0.720499999999987,0.839333333333343,0.5350000000000001,0.4129999999999967,0.13899999999999935
2023,5,LEC,6,86.964,87.787,87.397,0.4810261600647792,29.085,32.935,24.784,0.15000000000000568,0.5504999999999995,0.30133333333334633,0.14300000000000068,0.0,0.028999999999999915
2023,5,MAG,6,87.673,87.981,87.74966666666667,0.6538765683725548,29.338,33.268,24.975,0.8590000000000089,0.744499999999988,0.6540000000000106,0.3960000000000008,0.3329999999999984,0.22000000000000242
2023,5,NOR,3,88.394,89.632,99.43866666666668,18.068390557361035,29.471,33.652,25.271,1.5800000000000125,2.3954999999999984,12.343000000000018,0.5289999999999999,0.7169999999999987,0.5160000000000018
2023,5,OCO,6,87.444,87.90350000000001,87.66333333333334,0.6119600477155365,29.288,33.193,24.945,0.6300000000000097,0.6670000000000016,0.5676666666666819,0.3460000000000001,0.25799999999999557,0.19000000000000128
2023,5,PER,5,86.841,87.405,87.19133333333332,0.5399456454125731,28.942,33.04,24.755,0.027000000000001023,0.16849999999999454,0.09566666666665924,0.0,0.10499999999999687,0.0
2023,5,PIA,3,88.484,89.163,89.04833333333333,0.5166336548593579,29.756,33.681,25.047,1.6700000000000017,1.92649999999999,1.9526666666666728,0.8140000000000001,0.7459999999999951,0.2920000000000016
2023,5,RUS,6,87.743,88.1365,87.87766666666666,0.8039822759240399,29.364,33.165,25.12,0.929000000000002,0.8999999999999915,0.7819999999999965,0.4220000000000006,0.22999999999999687,0.365000000000002
2023,5,SAI,5,87.148,87.686,87.39433333333334,0.6361249877186078,29.123,33.113,24.885,0.3340000000000032,0.44950000000000045,0.2986666666666764,0.18100000000000094,0.17799999999999727,0.13000000000000256
2023,5,SAR,5,88.577,89.271,88.87033333333333,18.759688944649376,29.832,33.759,24.986,1.7630000000000052,2.034499999999994,1.7746666666666755,0.8900000000000006,0.8239999999999981,0.23100000000000165
2023,5,STR,3,88.476,88.568,88.71666666666665,0.3402959496281608,29.768,33.696,24.952,1.6620000000000061,1.3314999999999912,1.6209999999999951,0.8260000000000005,0.7609999999999957,0.19700000000000273
2023,5,TSU,4,88.429,88.995,88.80633333333333,0.8332662639676881,29.609,33.494,25.129,1.615000000000009,1.758499999999998,1.7106666666666683,0.6670000000000016,0.5589999999999975,0.37400000000000233
2023,5,VER,4,86.814,87.2365,87.09566666666666,0.7010375049405992,29.073,32.956,24.785,0.0,0.0,0.0,0.13100000000000023,0.021000000000000796,0.030000000000001137
2023,5,ZHO,6,88.091,88.644,88.284,0.7507488705730232,29.408,33.461,25.061,1.277000000000001,1.4074999999999989,1.1883333333333468,0.4660000000000011,0.5259999999999962,0.30600000000000094
