season,round,driver,sprint_quali_lap_count,sprint_quali_best_lap,sprint_quali_median_lap,sprint_quali_top3_average,sprint_quali_lap_std,sprint_quali_best_sector_1,sprint_quali_best_sector_2,sprint_quali_best_sector_3,sprint_quali_best_lap_gap,sprint_quali_median_lap_gap,sprint_quali_top3_average_gap,sprint_quali_best_sector_1_gap,sprint_quali_best_sector_2_gap,sprint_quali_best_sector_3_gap
2025,2,ALB,6,91.539,92.65350000000001,91.95100000000001,12.032649162452408,24.321,27.612,39.606,0.6899999999999977,1.502500000000012,0.8740000000000094,0.11400000000000077,0.36299999999999955,0.3689999999999998
2025,2,ALO,3,91.815,92.121,104.43566666666668,21.595174121394198,24.392,27.612,39.811,0.965999999999994,0.9699999999999989,13.358666666666679,0.18499999999999872,0.36299999999999955,0.5739999999999981
2025,2,ANT,7,91.475,92.099,91.73733333333332,8.5486183846113,24.477,27.522,39.465,0.6259999999999906,0.9480000000000075,0.6603333333333268,0.2699999999999996,0.2729999999999997,0.22800000000000153
2025,2,BEA,3,91.978,92.269,92.515,0.693532263128402,24.538,27.522,39.856,1.1289999999999907,1.1180000000000092,1.4380000000000024,0.3309999999999995,0.2729999999999997,0.6189999999999998
2025,2,BOR,3,92.539,92.564,92.932,0.659163864300828,24.608,27.683,40.029,1.6899999999999977,1.4129999999999967,1.855000000000004,0.4009999999999998,0.43400000000000105,0.7920000000000016
2025,2,DOO,4,92.575,107.854,102.76100000000001,18.260516009047127,24.609,27.945,40.021,1.725999999999999,16.703000000000003,11.684000000000012,0.402000000000001,0.6960000000000015,0.7839999999999989
2025,2,GAS,4,92.64,109.4185,103.82566666666666,19.85651215386697,24.8,27.828,39.894,1.7909999999999968,18.2675,12.748666666666665,0.593,0.5790000000000006,0.6569999999999965
2025,2,HAD,2,92.171,92.5025,92.5025,0.4688117959266787,24.657,27.677,39.837,1.3220000000000027,1.3515000000000015,1.4254999999999995,0.4499999999999993,0.4280000000000008,0.6000000000000014
2025,2,HAM,5,90.849,91.384,91.14833333333333,0.596738384889055,24.261,27.249,39.339,0.0,0.2330000000000041,0.07133333333332814,0.053999999999998494,0.0,0.10199999999999676
2025,2,HUL,2,92.675,92.765,92.765,0.12727922061358338,24.582,27.872,40.163,1.8259999999999934,1.6140000000000043,1.6880000000000024,0.375,0.6230000000000011,0.9259999999999948
2025,2,LAW,2,124.897,125.5555,125.5555,0.9312596308226782,34.768,40.052,48.147,34.048,34.4045,34.4785,10.561,12.803,8.909999999999997
2025,2,LEC,5,91.057,91.561,91.37866666666666,0.47903893369954886,24.322,27.384,39.351,0.2079999999999984,0.4100000000000108,0.3016666666666623,0.11499999999999844,0.13500000000000156,0.11399999999999721
2025,2,NOR,4,91.174,91.3945,91.32100000000001,0.47501394716365997,24.207,27.44,39.397,0.32500000000000284,0.24349999999999739,0.24400000000001398,0.0,0.1910000000000025,0.1599999999999966
2025,2,OCO,2,92.651,93.2125,93.2125,0.7940809152724962,24.702,27.798,40.151,1.8019999999999925,2.0615000000000094,2.1355000000000075,0.495000000000001,0.5489999999999995,0.9140000000000015
2025,2,PIA,4,90.929,91.151,91.077,0.3807383178334772,24.248,27.317,39.245,0.0799999999999983,0.0,0.0,0.04100000000000037,0.06800000000000139,0.007999999999995566
2025,2,RUS,12,91.169,113.6835,91.48899999999999,16.696504751947877,24.302,27.403,39.442,0.3199999999999932,22.5325,0.41199999999999193,0.09499999999999886,0.15399999999999991,0.2049999999999983
2025,2,SAI,3,92.325,92.457,92.68433333333333,0.5123371285914522,24.601,27.668,39.973,1.475999999999999,1.3059999999999974,1.6073333333333295,0.39399999999999835,0.4190000000000005,0.7359999999999971
2025,2,STR,4,91.742,92.1545,92.017,0.5295601948787293,24.231,27.499,39.853,0.8930000000000007,1.0035000000000025,0.9399999999999977,0.02400000000000091,0.25,0.6159999999999997
2025,2,TSU,4,91.773,92.055,91.96100000000001,0.683334654470269,24.35,27.512,39.796,0.9239999999999924,0.9040000000000106,0.8840000000000146,0.14300000000000068,0.2630000000000017,0.5589999999999975
2025,2,VER,4,90.867,91.7185,91.43466666666666,0.6221614876112638,24.269,27.361,39.237,0.018000000000000682,0.5675000000000097,0.3576666666666597,0.06199999999999761,0.11200000000000188,0.0
